Name,Address,DataType,RefreshRate,AccessPermission,Gain,Offset,Description
Moc4NhietDoBatDanMat,400230,Word,100,ReadAndWrite,1,0,
Moc5NhietDoBatDanMat,400231,Word,100,ReadAndWrite,1,0,
Moc6NhietDoBatDanMat,400232,Word,100,ReadAndWrite,1,0,
Moc7NhietDoBatDanMat,400233,Word,100,ReadAndWrite,1,0,
Moc8NhietDoBatDanMat,400234,Word,100,ReadAndWrite,1,0,
Moc9NhietDoBatDanMat,400235,Word,100,ReadAndWrite,1,0,
Moc10NhietDoBatDanMat,400236,Word,100,ReadAndWrite,1,0,
Minute,400237,Word,100,ReadAndWrite,1,0,
Second,400238,Word,100,ReadAndWrite,1,0,
DHW302,400239,Word,100,ReadAndWrite,1,0,
DHW303,400240,Word,100,ReadAndWrite,1,0,
DHW304,400241,Word,100,ReadAndWrite,1,0,
